"id","country_code","language_code","data"
"24",MD,RO,"{""id"": ""2dff1025-fd64-4103-b7b7-875af1ed1daa"", ""title"": ""Instalații tehnice și măsuri de asigurare a calității"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să furnizeze detalii referitoare la tehnicieni sau organismele tehnice, specificate în anunțul de participare/documentația de atribuire, pe care autoritatea/entitatea contractantă le poate solicita, în special cele responsabile de controlul calității în legătură cu acest exercițiu de achiziție publică?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.TECHNICAL.FACILITIES_FOR_QUALITY_ENSURING"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""7341b726-963d-42e6-95be-2557968a0f9f"", ""requirements"": [{""id"": ""c97cd713-2ef4-4b5f-9ffe-a319f4d93b9c"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""d38b8bf1-a4aa-4b58-83f0-127077ae14f4"", ""title"": ""Operatorul economic este în măsură să furnizeze o informație cu privire la sistemele de management și de trasabilitate utilizate în cadrul lanțului de aprovizionare?"", ""dataType"": ""boolean""}]}, {""id"": ""85aacfb4-6f60-4f06-b281-c7576f084dcb"", ""requirements"": [{""id"": ""95176d4a-1eaf-4517-a50e-3c74b53c0eb7"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"25",MD,RO,"{""id"": ""9c3bd73d-32bd-4ec2-a0e3-8a24b0e33075"", ""title"": ""Utilaje, instalații și echipament tehnic"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic dispune de utilaje și echipament necesar pentru îndeplinirea corespunzătoare a contractului de achiziție publică?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.TECHNICAL.EQUIPMENT"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""3ec8aa40-5cc9-4295-ad75-dfb37e96a783"", ""requirements"": [{""id"": ""10530398-11b7-4889-9581-82b66ebfd1cb"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""94edbef0-148f-4bbc-9fcb-734b3720705d"", ""title"": ""Operatorul economic este în măsură să furnizeze o informație cu privire la dotările specifice, utilajul și echipamentul necesar pentru îndeplinirea contractului, conform cerințelor stabilite în anunțul de participare și documentația de atribuire?"", ""dataType"": ""boolean""}]}, {""id"": ""764094e6-343c-4046-85af-17d0a58d800f"", ""requirements"": [{""id"": ""a51d034c-1842-42f4-aa3e-4840de806db0"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"26",MD,RO,"{""id"": ""32dee403-a5dc-4591-b4b1-aa160e3c39cb"", ""title"": ""Pregătirea profesională și calificarea personalului"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic are în cadrul întreprinderii personal calificat conform cerințelor stabilite în anunțul de participare sau în documentația de atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.TECHNICAL.TECHNICIANS_FOR_CARRYING_WORKS"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""ede2442d-a69d-4be5-b8a3-01a605a2999d"", ""requirements"": [{""id"": ""3cdb57c8-abab-49d3-9ea9-1f04e70d09ce"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""c846664a-6f48-4c56-8e59-066398e5a548"", ""title"": ""Operatorul economic este în măsură să furnizeze o informație privind personalul de specialitate propus pentru executarea contractului, conform cerințelor stabilite în anunțul de participare și documentația de atribuire?"", ""dataType"": ""boolean""}]}, {""id"": ""b516e5df-c1c8-4fbe-aa7a-5474f5298f61"", ""requirements"": [{""id"": ""ec9fd8e3-34bf-45e0-82e2-3b24fd36976b"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"27",MD,RO,"{""id"": ""084f8dd2-e071-4cab-8665-1caf9852299f"", ""title"": ""Numărul membrilor personalului de conducere"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Indicați numărul membrilor personalului de conducere ale operatorului economic pe parcursul ultimilor trei ani"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.MANAGEMENT.MANAGERIAL_STAFF"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""8d099177-11d1-428d-9381-c0dd5b320a30"", ""requirements"": [{""id"": ""4877c25e-53a9-4fa7-8770-23d1ba2813ce"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""6bc2e6c4-b322-45e5-8950-ec5fc49c1c9b"", ""requirements"": [{""id"": ""6ff532ad-a1c4-460c-ae65-93956083c557"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"28",MD,RO,"{""id"": ""36d173c1-0cdd-4c99-8eaf-059833f8a695"", ""title"": ""Mostre, descrieri, fotografii"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să furnizeze eșantioane (mostre), descrieri și/sau fotografii ale produselor/serviciilor care urmează să fie furnizate/prestate, conform cerințelor stabilite în documentația de atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.MANAGEMENT.ARTEFACTS.AUTHENTICATED_ARTEFACTS"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""704d58bb-8f82-43aa-becb-ca5fcd77541f"", ""requirements"": [{""id"": ""8fe59bf4-2080-4226-8e43-afd0e5802161"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""0f158eab-4882-4cec-9a24-39bc3b5a05b8"", ""requirements"": [{""id"": ""a9c07450-6030-418c-bd38-73dee015fa4c"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"29",MD,RO,"{""id"": ""dc2fddfc-c936-4171-86e2-0a9f0a40f44e"", ""title"": ""Pentru contractele de achiziție publică de lucrări"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""În perioada de referință, operatorul economic a îndeplinit lucrări specifice sau similare obiectului de achiziție indicat în anunțul de participare și în documentația de atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.REFERENCES.WORKS_PERFORMANCE"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""c90a81d6-4c80-48f5-baa7-14b8ac8cae1e"", ""requirements"": [{""id"": ""19a1ec14-82ef-4f71-9dda-052132a04c68"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""aaf485ab-a003-4e52-a331-b7f69e8a1d90"", ""title"": ""Dacă Da, enumerați-le specificând descrierea lucrărilor, valoarea lor, data de începere, data procesului verbal de recepție la terminarea lucrărilor, beneficiarul și altă informație relevantă"", ""dataType"": ""string""}]}, {""id"": ""6757b56d-d399-4cd4-a5f7-316c6dc913b1"", ""requirements"": [{""id"": ""f278904c-61ff-499b-b7aa-136f98e95a20"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"30",MD,RO,"{""id"": ""49212786-7ff5-46b7-8113-6976cf4f00c0"", ""title"": ""Pentru contractele de achiziție publică de bunuri"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""În perioada de referință, operatorul economic a efectuat livrări specifice obiectului de achiziție indicat în anunțul de participare și în documentația de atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.REFERENCES.SUPPLIES_DELIVERY_PERFORMANCE"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""cd39c6be-4c81-4a8e-b74c-831aa3c43c3b"", ""requirements"": [{""id"": ""2990d7de-43b2-42a1-bac5-47d8626075ff"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""ed9fff63-3c29-49b5-b5c3-8cd817564b5e"", ""title"": ""Dacă Da, enumerați-le specificând descrierea livrărilor, valoarea lor, data de începere, data  furnizării, beneficiarul și altă informație relevantă"", ""dataType"": ""string""}]}, {""id"": ""2788608e-3694-4858-8515-7d980f1c3af2"", ""requirements"": [{""id"": ""7352625e-c3de-4287-9d43-42a6291b33b4"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"31",MD,RO,"{""id"": ""bd0b2f7f-4701-4400-b940-b5032868dd7e"", ""title"": ""Pentru contractele de achiziție publică de servicii"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""În perioada de referință, operatorul economic a prestat servicii similare cu obiectul de achiziție indicat în anunțul de participare și în documentația de atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.REFERENCES.SERVICES_DELIVERY_PERFORMANCE"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""72c550f8-1de5-4afe-9334-47d2438bbaff"", ""requirements"": [{""id"": ""4fd3a842-4822-4c50-9bf2-89755a909cb3"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""67330ca4-d01d-4201-ba2d-bea45791c0bb"", ""title"": ""Dacă Da, enumerați-le specificând descrierea serviciilor, valoarea lor, durata de execuție, data începerii, beneficiarul și altă informație relevantă"", ""dataType"": ""string""}]}, {""id"": ""a8f2a901-25d4-40ab-8b8e-2f606dfe466f"", ""requirements"": [{""id"": ""271a8ac0-a103-4bbb-8fea-062407564ea6"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"32",MD,RO,"{""id"": ""6c710fcb-f32c-48b0-b845-417e25a762cb"", ""title"": ""Standarde de asigurare a calității"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să furnizeze certificate emise de organisme independente prin care se atestă faptul că operatorul economic respectă standardele de asigurare a calității conform cerințelor stabilite în anunțul de participare și în documentația atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.CERTIFICATES.QUALITY_ASSURANCE.QA_INDEPENDENT_CERTIFICATE"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""6ee8a619-9a4f-44a9-a185-1f1529c4563f"", ""requirements"": [{""id"": ""057dbc08-34c1-49a5-9a10-69cafce026f9"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""88c00663-8bc7-443e-a96a-5ca98779fa0f"", ""title"": ""Informațiile privind standardele de asigurare a calității, sunt disponibile gratuit pentru autorități, dintr-o bază de date națională? Dacă da, specificați informația care ar permite verificarea"", ""dataType"": ""boolean""}]}, {""id"": ""7720b918-1e3f-45f2-b8c3-d60348fd5ed7"", ""requirements"": [{""id"": ""9d9963a3-0958-4112-b342-2146276f21a3"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"61",MD,RU,"{""id"": ""4c52cb0a-9f53-47fe-b2f5-8ddf7d9026de"", ""title"": ""Количество сотрудников управления"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Укажите численность управленческого персонала экономического оператора за последние три года."", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.MANAGEMENT.MANAGERIAL_STAFF"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""fe03471a-c41e-409d-b5fd-027708cb9546"", ""requirements"": [{""id"": ""9170b56f-2618-4c94-adac-d63e10325943"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""5d45d325-ce3c-4dd7-9c39-bffaf6503182"", ""requirements"": [{""id"": ""d65b7cfc-7c0f-426c-9897-ff78392e013f"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"33",MD,RO,"{""id"": ""95a705c2-8298-410d-af2e-5610a3507836"", ""title"": ""Standarde de protecție a mediului"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să furnizeze certificate emise de organisme independente prin care se atestă faptul că operatorul economic respectă standardele de protecție a mediului, conform cerințelor stabilite în anunțul de participare și în documentația de atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.CERTIFICATES.ENVIRONMENTAL_MANAGEMENT.ENV_INDEPENDENT_CERTIFICATE"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""6c37529f-56bc-4591-8464-2fdac502382f"", ""requirements"": [{""id"": ""ddaf2323-7974-4dc0-bfd2-dc8a9ba84ef7"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""2364626a-8f53-41c5-92d6-0796c3951696"", ""title"": ""Informațiile privind standardele de protecția mediului, sunt disponibile gratuit pentru autorități, dintr-o bază de date națională? Dacă da, specificați informația care ar permite verificarea"", ""dataType"": ""boolean""}]}, {""id"": ""ba6feffa-f8c8-4c5e-b0d9-1284d043f88e"", ""requirements"": [{""id"": ""45394652-38dc-4275-95d3-b0310609afe9"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"34",MD,RO,"{""id"": ""c133a708-05cc-482a-95ad-51b0c3fd57de"", ""title"": ""Permiterea controalelor"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic permite efectuarea verificărilor de către autoritatea/entitatea contractantă referitor la capacitățile economice și financiare, de producție sau tehnice privind executarea viitorului contract de achiziție publică?"", ""classification"": {""id"": ""CRITERION.SELECTION.TECHNICAL_PROFESSIONAL_ABILITY.TECHNICAL.CHECKS.ALLOWANCE_OF_CHECKS"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""b4e3ea88-00d1-4bde-8b45-8a65a62daea0"", ""requirements"": [{""id"": ""50ea9aa1-7da7-47b5-9220-247b2acaccf8"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""f482718a-d739-42d0-a8fd-f84a594ad96a"", ""requirements"": [{""id"": ""b8e65970-314d-43ae-afaa-f49b123c01bf"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"35",MD,RU,"{""id"": ""1967eb45-bffa-4d7d-8236-d2c97e4c4ec1"", ""title"": ""Участие в преступной организации"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Сам экономический оператор или любое лицо, являющееся членом его административного, управленческого или надзорного органа или обладающее полномочиями представлять, принимать решения или администрировать, был осуждён окончательным решением за участие в преступной организации по приговору, вынесенному не более пяти лет назад, или в котором по-прежнему применяется период исключения, предусмотренный непосредственно в приговоре?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONVICTIONS.PARTICIPATION_IN_CRIMINAL_ORGANISATION"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""e71693fc-311d-47a6-abc2-01945cce9894"", ""requirements"": [{""id"": ""b5c73d01-d5f9-4405-b1d7-2a9b637d2f28"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""84d130ef-a63e-4d5c-bde3-6be42542878f"", ""requirements"": [{""id"": ""e63712dc-f5c2-4901-864f-002fab67d875"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"36",MD,RU,"{""id"": ""00ad94c6-3e72-41f1-9189-b613652a886e"", ""title"": ""Коррупция"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Сам экономический оператор или любое лицо, являющееся членом его административного, управленческого или надзорного органа или обладающее полномочиями представлять, принимать решения или администрировать, был осуждён   окончательным решением за коррупцию по приговору, вынесенному не более пяти лет назад, или в котором по-прежнему применяется период исключения, предусмотренный непосредственно в приговоре?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONVICTIONS.CORRUPTION"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""454f065c-bfed-4ecb-a3d3-6c9514b0e34e"", ""requirements"": [{""id"": ""e17a894b-d9e2-4bb0-90e4-f021f6e71343"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""64de42b6-1fd6-400f-8f0e-f59817103f74"", ""requirements"": [{""id"": ""d3946710-9f34-4c01-91d4-7de17608d504"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"37",MD,RU,"{""id"": ""7ccfa6bb-edd3-4341-b9de-5ec49a684fcb"", ""title"": ""Мошенничество "", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Сам экономический оператор или любое лицо, являющееся членом его административного, управленческого или надзорного органа или обладающее полномочиями представлять, принимать решения или администрировать, был осуждён   окончательным решением за мошенничество по приговору, вынесенному не более пяти лет назад, или в котором по-прежнему применяется период исключения, предусмотренный непосредственно в приговоре?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONVICTIONS.FRAUD"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""2c939700-8d89-4d2a-8486-d2afe170081d"", ""requirements"": [{""id"": ""01fe19ac-7821-44c9-ab19-fd3b4e79f404"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""8168f56e-5299-433d-89d6-6c0d55ff2b53"", ""requirements"": [{""id"": ""e0d08e97-c668-4c14-a4be-40e4672445a8"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"55",MD,RU,"{""id"": ""80f327d3-a8fe-494d-a64d-b6843d308586"", ""title"": ""Годовой оборот"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Экономический оператор может продемонстрировать годовой оборот согласно требованиям тендерной документации"", ""classification"": {""id"": ""CRITERION.SELECTION.ECONOMIC_FINANCIAL_STANDING.TURNOVER.GENERAL_YEARLY"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""8803d235-78c2-4112-88bc-2a6ae64f4896"", ""requirements"": [{""id"": ""a15839a7-e050-491b-bd2f-2b3a1074392d"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""8b0bc8f8-7c5a-4d15-af74-e268a226097b"", ""title"": ""Укажите годовой оборот, согласно данным в финансовом отчете."", ""dataType"": ""number""}]}, {""id"": ""08203f0f-918a-4ced-962e-daf606f3640f"", ""requirements"": [{""id"": ""047c7927-e915-424c-815e-1cc96d3573df"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"38",MD,RU,"{""id"": ""f350d72b-2c25-43c9-8310-0cbff3a05963"", ""title"": ""Террористические преступления или преступления, связанные с террористической деятельностью"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Сам экономический оператор или любое лицо, являющееся членом его административного, управленческого или надзорного органа или обладающее полномочиями представлять, принимать решения или администрировать, был осуждён   окончательным решением за террористические преступления или преступления, связанные с террористической деятельностью по приговору, вынесенному не более пяти лет назад, или в котором по-прежнему применяется период исключения, предусмотренный непосредственно в приговоре?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONVICTIONS.TERRORIST_OFFENCES"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""da5f99ab-a839-4509-992d-aee35e25a754"", ""requirements"": [{""id"": ""6523399a-13c7-46af-b0bc-2137f6fe98bf"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""b69a14ae-91e7-4f1d-a2de-702c7ea012ac"", ""requirements"": [{""id"": ""13f90f60-16ed-4a43-9687-11c3f45845c5"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"39",MD,RU,"{""id"": ""05c76e23-e361-4ad0-8a6c-a15e85f60d11"", ""title"": ""Отмывание денежных средств или финансирование терроризма"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Сам экономический оператор или любое лицо, являющееся членом его административного, управленческого или надзорного органа или обладающее полномочиями представлять, принимать решения или администрировать, был осуждён   окончательным решением за отмывание денежных средств или финансирование терроризма по приговору, вынесенному не более пяти лет назад, или в котором по-прежнему применяется период исключения, предусмотренный непосредственно в приговоре?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONVICTIONS.MONEY_LAUNDERING"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""608cba0b-ded3-4ee4-acfc-62fa53cc7d56"", ""requirements"": [{""id"": ""c746c677-7e6e-4166-aa62-2b358183ecb8"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""f3c2c717-9957-4343-8a75-a9f06a41d51b"", ""requirements"": [{""id"": ""b93c524c-ffca-4a90-9762-d164ebd776e6"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"40",MD,RU,"{""id"": ""3a13964a-33af-411d-bc5e-46f0976b8c46"", ""title"": ""Детский труд и другие формы торговли людьми"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Сам экономический оператор или любое лицо, являющееся членом его административного, управленческого или надзорного органа или обладающее полномочиями представлять, принимать решения или администрировать, был осуждён   окончательным решением за детский труд и другие формы торговли людьми по приговору, вынесенному не более пяти лет назад, или в котором по-прежнему применяется период исключения, предусмотренный непосредственно в приговоре?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONVICTIONS.CHILD_LABOUR-HUMAN_TRAFFICKING"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""6635426b-7d83-4408-ac7e-0ffd4faf3f1f"", ""requirements"": [{""id"": ""351270d1-f160-4a25-8b1b-b01d2b385ea5"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""05307e28-c89d-4b26-b147-be141c12d751"", ""requirements"": [{""id"": ""f4f7549b-684b-4d2c-b74a-638e95a3540c"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"41",MD,RU,"{""id"": ""e06ee79d-b037-4a16-b46d-8bc0b741f3d8"", ""title"": ""Уплата налогов"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Выполнил ли экономический оператор свои обязательства по уплате налогов, пошлин и социальных взносов в соответствии с правовыми положениями, действующими в Республике Молдова или в стране, где он действует?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONTRIBUTIONS.PAYMENT_OF_TAXES"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""d3394daa-4b6a-45ed-afda-cb92cfa566a9"", ""requirements"": [{""id"": ""db923ab3-e547-470b-8960-27b8d9d6f027"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""1784732d-ffb4-4e18-884f-377ff12f30b0"", ""requirements"": [{""id"": ""6b46fbf7-cbf8-4b8e-8797-34dcab86cc94"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}, {""id"": ""7c5ccbec-6144-4408-8bca-5b587e03298f"", ""title"": ""Может ли экономический оператор предоставить справку об уплате налогов или предоставить информацию о выполнении налоговых обязательств?"", ""dataType"": ""boolean""}]}]}"
"42",MD,RU,"{""id"": ""02ca78ba-ae01-4dce-8467-da3b326ab563"", ""title"": ""Включение в список запретов"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Включен ли экономический оператор в список запрещенных экономических операторов?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.NATIONAL.OTHER"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""ca9c659c-4c5e-4860-8040-6dc8abc24677"", ""requirements"": [{""id"": ""418ca75b-cd68-4413-a409-561aff8138fa"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""12807179-92db-4212-a2cb-9b7ff45ea78c"", ""title"": ""Предоставьте доказательства того, что приняты меры, достаточные для демонстрации надежности, несмотря на наличие основания для исключения"", ""dataType"": ""string""}]}, {""id"": ""c52a5d5b-81db-4b4c-b1d9-f266ffb1672c"", ""requirements"": [{""id"": ""cda47d11-eee3-44a2-9db2-8f7c935515df"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"43",MD,RU,"{""id"": ""d753ed1a-dc2a-4aae-9692-94ede32f324e"", ""title"": ""Обязательства в области окружающей среды"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Нарушил ли экономический оператор свои обязательства в области окружающей среды за последние 3 года?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.SOCIAL.ENVIRONMENTAL_LAW"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""8108db96-0296-4a27-914c-072fac834593"", ""requirements"": [{""id"": ""2fc83b1e-84e0-4a7f-88ff-39ab054671ca"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""34c65b87-6adb-45b7-9ecc-58fc13d43572"", ""title"": ""Можете ли вы предоставить доказательства того, что принятые меры достаточны для демонстрации надежности, несмотря на наличие основания для исключения?"", ""dataType"": ""boolean""}]}, {""id"": ""d89a1ada-b5e0-4156-99f7-5485f4c475ec"", ""requirements"": [{""id"": ""95752638-0aaa-459f-9272-e3c6e385bd8f"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"44",MD,RU,"{""id"": ""94df2782-32fc-4037-95e9-6c5b54844cc7"", ""title"": ""Обязательства в области социального страхования"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Нарушил ли экономический оператор свои обязательства в социальной области за последние 3 года?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.SOCIAL.SOCIAL_LAW"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""b6c00857-dcc4-4f21-8bc5-857e29f3ac8d"", ""requirements"": [{""id"": ""643ad058-a39f-497a-bb05-11f2ce4cae59"", ""title"": ""Да"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""594d28f7-3b79-4395-a5ee-ef6a1de0e19d"", ""title"": ""Можете ли вы предоставить доказательства того, что принятые меры достаточны для демонстрации надежности, несмотря на наличие основания для исключения?"", ""dataType"": ""boolean""}]}, {""id"": ""af11bac6-b7fe-4764-ab0e-f4dc07b93efc"", ""requirements"": [{""id"": ""a225af9e-4b35-4eae-adb7-58c0a025025b"", ""title"": ""Нет"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
